country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United Kingdom,Bath and North East Somerset,2020-04-24,-86.0,-36.0,-14.0,-70.0,-73.0,30.0
United Kingdom,Bath and North East Somerset,2020-04-25,-89.0,-40.0,-39.0,-67.0,-57.0,
United Kingdom,Bath and North East Somerset,2020-04-26,-87.0,-42.0,-14.0,-63.0,-60.0,
United Kingdom,Bath and North East Somerset,2020-04-27,-83.0,-39.0,-14.0,-70.0,-73.0,28.0
United Kingdom,Bath and North East Somerset,2020-04-28,-86.0,-42.0,-51.0,-76.0,-74.0,27.0
United Kingdom,Bath and North East Somerset,2020-04-29,-85.0,-40.0,-29.0,-73.0,-73.0,30.0
United Kingdom,Bath and North East Somerset,2020-04-30,-87.0,-36.0,-37.0,-72.0,-73.0,30.0
United Kingdom,Bath and North East Somerset,2020-05-01,-87.0,-37.0,-30.0,-71.0,-72.0,30.0
United Kingdom,Bath and North East Somerset,2020-05-02,-90.0,-39.0,-37.0,-64.0,-57.0,
United Kingdom,Bath and North East Somerset,2020-05-03,-91.0,-45.0,-42.0,-68.0,-61.0,
United Kingdom,Bath and North East Somerset,2020-05-04,-84.0,-36.0,2.0,-67.0,-72.0,27.0
United Kingdom,Bath and North East Somerset,2020-05-05,-84.0,-34.0,-9.0,-67.0,-72.0,27.0
United Kingdom,Bath and North East Somerset,2020-05-06,-84.0,-33.0,13.0,-67.0,-71.0,28.0
United Kingdom,Bath and North East Somerset,2020-05-07,-83.0,-23.0,13.0,-63.0,-71.0,27.0
United Kingdom,Bath and North East Somerset,2020-05-08,-88.0,-38.0,6.0,-70.0,-83.0,
United Kingdom,Bath and North East Somerset,2020-05-09,-89.0,-37.0,-26.0,-62.0,-58.0,
United Kingdom,Bath and North East Somerset,2020-05-10,-91.0,-42.0,-44.0,-68.0,-61.0,
United Kingdom,Bath and North East Somerset,2020-05-11,-84.0,-36.0,-16.0,-68.0,-71.0,27.0
United Kingdom,Bath and North East Somerset,2020-05-12,-81.0,-31.0,15.0,-63.0,-70.0,26.0
United Kingdom,Bath and North East Somerset,2020-05-13,-83.0,-33.0,1.0,-66.0,-70.0,27.0
United Kingdom,Bath and North East Somerset,2020-05-14,-80.0,-29.0,33.0,-63.0,-69.0,25.0
United Kingdom,Bath and North East Somerset,2020-05-15,-83.0,-32.0,13.0,-61.0,-69.0,27.0
United Kingdom,Bath and North East Somerset,2020-05-16,-86.0,-33.0,-14.0,-57.0,-54.0,
United Kingdom,Bath and North East Somerset,2020-05-17,-84.0,-35.0,26.0,-47.0,-54.0,
United Kingdom,Bath and North East Somerset,2020-05-18,-78.0,-32.0,36.0,-59.0,-68.0,24.0
United Kingdom,Bath and North East Somerset,2020-05-19,-78.0,-30.0,51.0,-58.0,-68.0,24.0
United Kingdom,Bath and North East Somerset,2020-05-20,-78.0,-25.0,79.0,-57.0,-68.0,25.0
United Kingdom,Bath and North East Somerset,2020-05-21,-77.0,-24.0,61.0,-56.0,-68.0,25.0
United Kingdom,Bath and North East Somerset,2020-05-22,-81.0,-29.0,15.0,-58.0,-67.0,26.0
United Kingdom,Bath and North East Somerset,2020-05-23,-85.0,-30.0,-21.0,-58.0,-50.0,
United Kingdom,Bath and North East Somerset,2020-05-24,-80.0,-26.0,59.0,-36.0,-52.0,
United Kingdom,Bath and North East Somerset,2020-05-25,-75.0,-29.0,,-54.0,-84.0,
United Kingdom,Bath and North East Somerset,2020-05-26,-74.0,-22.0,86.0,-54.0,-68.0,23.0
United Kingdom,Bath and North East Somerset,2020-05-27,-76.0,-23.0,76.0,-54.0,-67.0,24.0
United Kingdom,Bath and North East Somerset,2020-05-28,-74.0,-21.0,84.0,-52.0,-67.0,24.0
United Kingdom,Bath and North East Somerset,2020-05-29,-77.0,-21.0,74.0,-52.0,-66.0,24.0
United Kingdom,Bedford,2020-02-15,-11.0,-4.0,-50.0,-11.0,-2.0,2.0
United Kingdom,Bedford,2020-02-16,-10.0,-6.0,-54.0,-32.0,-1.0,1.0
United Kingdom,Bedford,2020-02-17,9.0,2.0,,-5.0,-18.0,3.0
United Kingdom,Bedford,2020-02-18,9.0,-3.0,,-10.0,-16.0,3.0
United Kingdom,Bedford,2020-02-19,6.0,1.0,-2.0,-9.0,-16.0,3.0
United Kingdom,Bedford,2020-02-20,2.0,0.0,-17.0,-14.0,-18.0,3.0
United Kingdom,Bedford,2020-02-21,3.0,2.0,9.0,-8.0,-19.0,3.0
United Kingdom,Bedford,2020-02-22,-7.0,0.0,-3.0,-2.0,-3.0,0.0
United Kingdom,Bedford,2020-02-23,-7.0,2.0,-20.0,-24.0,0.0,0.0
United Kingdom,Bedford,2020-02-24,-5.0,1.0,,-5.0,-1.0,1.0
United Kingdom,Bedford,2020-02-25,-4.0,4.0,,-4.0,-1.0,0.0
United Kingdom,Bedford,2020-02-26,0.0,-1.0,-9.0,-5.0,0.0,1.0
United Kingdom,Bedford,2020-02-27,-2.0,2.0,-15.0,-6.0,-2.0,1.0
United Kingdom,Bedford,2020-02-28,-1.0,3.0,-24.0,-4.0,-3.0,1.0
United Kingdom,Bedford,2020-02-29,2.0,2.0,-25.0,5.0,-3.0,0.0
United Kingdom,Bedford,2020-03-01,3.0,4.0,0.0,8.0,0.0,0.0
United Kingdom,Bedford,2020-03-02,1.0,5.0,,-4.0,-2.0,0.0
United Kingdom,Bedford,2020-03-03,2.0,4.0,,-3.0,-1.0,1.0
United Kingdom,Bedford,2020-03-04,3.0,4.0,-13.0,-4.0,0.0,1.0
United Kingdom,Bedford,2020-03-05,-2.0,4.0,-23.0,-7.0,-1.0,1.0
United Kingdom,Bedford,2020-03-06,1.0,6.0,,-1.0,-2.0,0.0
United Kingdom,Bedford,2020-03-07,-2.0,2.0,6.0,-2.0,0.0,0.0
United Kingdom,Bedford,2020-03-08,-1.0,6.0,-1.0,-12.0,0.0,0.0
United Kingdom,Bedford,2020-03-09,-2.0,3.0,,-3.0,-1.0,1.0
United Kingdom,Bedford,2020-03-10,-4.0,5.0,,-6.0,-1.0,1.0
United Kingdom,Bedford,2020-03-11,-4.0,6.0,2.0,-7.0,-2.0,1.0
United Kingdom,Bedford,2020-03-12,-3.0,13.0,-6.0,-12.0,-3.0,2.0
United Kingdom,Bedford,2020-03-13,-6.0,16.0,,-11.0,-4.0,2.0
United Kingdom,Bedford,2020-03-14,-10.0,9.0,-15.0,-21.0,-4.0,2.0
United Kingdom,Bedford,2020-03-15,-17.0,5.0,-38.0,-30.0,-3.0,2.0
United Kingdom,Bedford,2020-03-16,-6.0,25.0,,-15.0,-7.0,3.0
United Kingdom,Bedford,2020-03-17,-12.0,25.0,,-27.0,-14.0,7.0
United Kingdom,Bedford,2020-03-18,-19.0,31.0,-9.0,-33.0,-20.0,10.0
United Kingdom,Bedford,2020-03-19,-20.0,32.0,-6.0,-38.0,-25.0,11.0
United Kingdom,Bedford,2020-03-20,-28.0,15.0,2.0,-36.0,-26.0,12.0
United Kingdom,Bedford,2020-03-21,-44.0,2.0,-1.0,-45.0,-21.0,10.0
United Kingdom,Bedford,2020-03-22,-55.0,-14.0,18.0,-44.0,-24.0,
United Kingdom,Bedford,2020-03-23,-40.0,-6.0,,-49.0,-42.0,17.0
United Kingdom,Bedford,2020-03-24,-73.0,-21.0,,-63.0,-53.0,24.0
United Kingdom,Bedford,2020-03-25,-76.0,-23.0,,-65.0,-59.0,26.0
United Kingdom,Bedford,2020-03-26,-75.0,-24.0,-4.0,-66.0,-61.0,27.0
United Kingdom,Bedford,2020-03-27,-78.0,-25.0,-17.0,-64.0,-62.0,28.0
United Kingdom,Bedford,2020-03-28,-85.0,-40.0,-54.0,-72.0,-51.0,
United Kingdom,Bedford,2020-03-29,-86.0,-47.0,-51.0,-72.0,-49.0,
United Kingdom,Bedford,2020-03-30,-78.0,-30.0,-25.0,-70.0,-65.0,27.0
United Kingdom,Bedford,2020-03-31,-76.0,-29.0,,-70.0,-66.0,28.0
United Kingdom,Bedford,2020-04-01,-78.0,-31.0,-20.0,-70.0,-67.0,29.0
United Kingdom,Bedford,2020-04-02,-77.0,-29.0,-9.0,-72.0,-66.0,29.0
United Kingdom,Bedford,2020-04-03,-78.0,-28.0,-9.0,-68.0,-66.0,29.0
United Kingdom,Bedford,2020-04-04,-83.0,-38.0,-26.0,-66.0,-51.0,
United Kingdom,Bedford,2020-04-05,-83.0,-42.0,-21.0,-67.0,-47.0,
United Kingdom,Bedford,2020-04-06,-75.0,-29.0,,-67.0,-67.0,27.0
United Kingdom,Bedford,2020-04-07,-75.0,-29.0,,-67.0,-67.0,28.0
United Kingdom,Bedford,2020-04-08,-74.0,-23.0,,-65.0,-66.0,28.0
United Kingdom,Bedford,2020-04-09,-73.0,-14.0,2.0,-62.0,-67.0,28.0
United Kingdom,Bedford,2020-04-10,-79.0,-31.0,7.0,-70.0,-80.0,33.0
United Kingdom,Bedford,2020-04-11,-82.0,-34.0,-26.0,-63.0,-56.0,
United Kingdom,Bedford,2020-04-12,-90.0,-69.0,-24.0,-65.0,-54.0,
United Kingdom,Bedford,2020-04-13,-81.0,-43.0,-22.0,-78.0,-83.0,33.0
United Kingdom,Bedford,2020-04-14,-73.0,-27.0,,-67.0,-67.0,28.0
United Kingdom,Bedford,2020-04-15,-74.0,-27.0,,-64.0,-66.0,28.0
United Kingdom,Bedford,2020-04-16,-73.0,-25.0,,-65.0,-66.0,28.0
United Kingdom,Bedford,2020-04-17,-77.0,-28.0,-2.0,-66.0,-65.0,29.0
United Kingdom,Bedford,2020-04-18,-83.0,-39.0,-47.0,-66.0,-51.0,
United Kingdom,Bedford,2020-04-19,-82.0,-40.0,-4.0,-58.0,-42.0,
United Kingdom,Bedford,2020-04-20,-73.0,-30.0,,-64.0,-65.0,27.0
United Kingdom,Bedford,2020-04-21,-73.0,-28.0,,-62.0,-64.0,27.0
United Kingdom,Bedford,2020-04-22,-73.0,-26.0,18.0,-62.0,-64.0,27.0
United Kingdom,Bedford,2020-04-23,-73.0,-24.0,21.0,-61.0,-64.0,27.0
United Kingdom,Bedford,2020-04-24,-74.0,-22.0,18.0,-59.0,-63.0,27.0
United Kingdom,Bedford,2020-04-25,-80.0,-32.0,-14.0,-58.0,-47.0,
United Kingdom,Bedford,2020-04-26,-80.0,-37.0,5.0,-56.0,-41.0,
United Kingdom,Bedford,2020-04-27,-70.0,-27.0,,-61.0,-62.0,26.0
United Kingdom,Bedford,2020-04-28,-77.0,-34.0,-49.0,-69.0,-63.0,26.0
United Kingdom,Bedford,2020-04-29,-73.0,-26.0,-18.0,-65.0,-63.0,28.0
United Kingdom,Bedford,2020-04-30,-77.0,-27.0,-30.0,-65.0,-63.0,28.0
United Kingdom,Bedford,2020-05-01,-75.0,-24.0,-1.0,-60.0,-61.0,27.0
United Kingdom,Bedford,2020-05-02,-78.0,-30.0,-8.0,-54.0,-44.0,
United Kingdom,Bedford,2020-05-03,-80.0,-38.0,-24.0,-58.0,-41.0,
United Kingdom,Bedford,2020-05-04,-70.0,-26.0,,-57.0,-61.0,25.0
United Kingdom,Bedford,2020-05-05,-68.0,-24.0,,-57.0,-61.0,25.0
United Kingdom,Bedford,2020-05-06,-67.0,-19.0,,-54.0,-60.0,26.0
United Kingdom,Bedford,2020-05-07,-65.0,-11.0,42.0,-54.0,-61.0,25.0
United Kingdom,Bedford,2020-05-08,-74.0,-25.0,,-59.0,-77.0,31.0
United Kingdom,Bedford,2020-05-09,-78.0,-28.0,9.0,-52.0,-44.0,
United Kingdom,Bedford,2020-05-10,-83.0,-40.0,-54.0,-65.0,-39.0,
United Kingdom,Bedford,2020-05-11,-68.0,-23.0,5.0,-59.0,-59.0,25.0
United Kingdom,Bedford,2020-05-12,-67.0,-21.0,,-59.0,-58.0,25.0
United Kingdom,Bedford,2020-05-13,-67.0,-21.0,,-57.0,-58.0,25.0
United Kingdom,Bedford,2020-05-14,-67.0,-19.0,,-51.0,-57.0,23.0
United Kingdom,Bedford,2020-05-15,-67.0,-18.0,,-49.0,-57.0,24.0
United Kingdom,Bedford,2020-05-16,-73.0,-24.0,27.0,-47.0,-37.0,15.0
United Kingdom,Bedford,2020-05-17,-71.0,-26.0,58.0,-42.0,-30.0,
United Kingdom,Bedford,2020-05-18,-58.0,-16.0,,-47.0,-56.0,22.0
United Kingdom,Bedford,2020-05-19,-60.0,-16.0,,-52.0,-56.0,23.0
United Kingdom,Bedford,2020-05-20,-62.0,-11.0,,-49.0,-56.0,23.0
United Kingdom,Bedford,2020-05-21,-61.0,-12.0,,-49.0,-57.0,23.0
United Kingdom,Bedford,2020-05-22,-63.0,-14.0,,-53.0,-55.0,23.0
United Kingdom,Bedford,2020-05-23,-70.0,-21.0,-1.0,-54.0,-35.0,15.0
United Kingdom,Bedford,2020-05-24,-67.0,-23.0,48.0,-43.0,-30.0,
United Kingdom,Bedford,2020-05-25,-61.0,-20.0,,-53.0,-78.0,26.0
United Kingdom,Bedford,2020-05-26,-57.0,-11.0,,-50.0,-56.0,22.0
United Kingdom,Bedford,2020-05-27,-57.0,-11.0,,-47.0,-55.0,22.0
United Kingdom,Bedford,2020-05-28,-56.0,-10.0,,-50.0,-55.0,22.0
United Kingdom,Bedford,2020-05-29,-59.0,-8.0,,-45.0,-53.0,21.0
United Kingdom,Belfast,2020-02-15,-9.0,-7.0,-35.0,-7.0,-3.0,2.0
United Kingdom,Belfast,2020-02-16,-1.0,-5.0,-21.0,1.0,2.0,1.0
United Kingdom,Belfast,2020-02-17,7.0,-6.0,-1.0,-3.0,-13.0,2.0
United Kingdom,Belfast,2020-02-18,8.0,-3.0,7.0,-4.0,-13.0,2.0
United Kingdom,Belfast,2020-02-19,3.0,-7.0,-21.0,-6.0,-13.0,3.0
United Kingdom,Belfast,2020-02-20,6.0,-2.0,3.0,-5.0,-12.0,2.0
United Kingdom,Belfast,2020-02-21,-1.0,-2.0,-16.0,-4.0,-12.0,2.0
United Kingdom,Belfast,2020-02-22,-5.0,-3.0,-23.0,-6.0,0.0,1.0
United Kingdom,Belfast,2020-02-23,1.0,-1.0,6.0,9.0,1.0,0.0
United Kingdom,Belfast,2020-02-24,1.0,0.0,-17.0,-3.0,-2.0,1.0
United Kingdom,Belfast,2020-02-25,0.0,5.0,0.0,-1.0,0.0,0.0
United Kingdom,Belfast,2020-02-26,-1.0,0.0,-4.0,-3.0,0.0,0.0
United Kingdom,Belfast,2020-02-27,3.0,2.0,10.0,4.0,0.0,-1.0
United Kingdom,Belfast,2020-02-28,-1.0,2.0,-13.0,0.0,0.0,0.0
United Kingdom,Belfast,2020-02-29,-1.0,-2.0,-16.0,-4.0,0.0,0.0
United Kingdom,Belfast,2020-03-01,3.0,2.0,-7.0,0.0,0.0,0.0
United Kingdom,Belfast,2020-03-02,3.0,1.0,-1.0,0.0,1.0,0.0
United Kingdom,Belfast,2020-03-03,6.0,2.0,11.0,0.0,0.0,0.0
United Kingdom,Belfast,2020-03-04,6.0,3.0,18.0,0.0,0.0,0.0
United Kingdom,Belfast,2020-03-05,3.0,3.0,11.0,-5.0,0.0,0.0
United Kingdom,Belfast,2020-03-06,-2.0,3.0,1.0,-5.0,1.0,-1.0
United Kingdom,Belfast,2020-03-07,-3.0,-1.0,-5.0,-6.0,0.0,0.0
United Kingdom,Belfast,2020-03-08,2.0,1.0,-2.0,-6.0,0.0,0.0
United Kingdom,Belfast,2020-03-09,-4.0,0.0,-19.0,-9.0,-1.0,1.0
United Kingdom,Belfast,2020-03-10,1.0,7.0,11.0,-8.0,-1.0,1.0
United Kingdom,Belfast,2020-03-11,-2.0,5.0,-9.0,-12.0,-2.0,1.0
United Kingdom,Belfast,2020-03-12,-3.0,23.0,-18.0,-15.0,-3.0,2.0
United Kingdom,Belfast,2020-03-13,-8.0,18.0,-6.0,-18.0,-6.0,2.0
United Kingdom,Belfast,2020-03-14,-19.0,7.0,-29.0,-29.0,-5.0,4.0
United Kingdom,Belfast,2020-03-15,-18.0,5.0,-2.0,-24.0,-6.0,3.0
United Kingdom,Belfast,2020-03-16,-7.0,18.0,-11.0,-29.0,-26.0,7.0
United Kingdom,Belfast,2020-03-17,-30.0,-6.0,-30.0,-56.0,-59.0,17.0
United Kingdom,Belfast,2020-03-18,-28.0,7.0,-9.0,-42.0,-31.0,12.0
United Kingdom,Belfast,2020-03-19,-30.0,8.0,-5.0,-46.0,-33.0,13.0
United Kingdom,Belfast,2020-03-20,-38.0,3.0,11.0,-49.0,-36.0,14.0
United Kingdom,Belfast,2020-03-21,-52.0,1.0,-29.0,-55.0,-32.0,12.0
United Kingdom,Belfast,2020-03-22,-61.0,-21.0,-5.0,-54.0,-36.0,10.0
United Kingdom,Belfast,2020-03-23,-49.0,-13.0,-27.0,-60.0,-49.0,18.0
United Kingdom,Belfast,2020-03-24,-70.0,-21.0,-31.0,-68.0,-62.0,24.0
United Kingdom,Belfast,2020-03-25,-74.0,-27.0,-40.0,-72.0,-69.0,27.0
United Kingdom,Belfast,2020-03-26,-75.0,-30.0,-14.0,-74.0,-71.0,28.0
United Kingdom,Belfast,2020-03-27,-77.0,-28.0,-44.0,-77.0,-71.0,29.0
United Kingdom,Belfast,2020-03-28,-81.0,-29.0,-44.0,-74.0,-62.0,20.0
United Kingdom,Belfast,2020-03-29,-85.0,-42.0,-47.0,-76.0,-59.0,17.0
United Kingdom,Belfast,2020-03-30,-75.0,-35.0,-43.0,-78.0,-73.0,27.0
United Kingdom,Belfast,2020-03-31,-76.0,-34.0,-39.0,-78.0,-75.0,28.0
United Kingdom,Belfast,2020-04-01,-76.0,-35.0,-45.0,-79.0,-74.0,28.0
United Kingdom,Belfast,2020-04-02,-77.0,-34.0,-43.0,-79.0,-74.0,29.0
United Kingdom,Belfast,2020-04-03,-77.0,-32.0,-49.0,-79.0,-73.0,30.0
United Kingdom,Belfast,2020-04-04,-81.0,-32.0,-61.0,-75.0,-62.0,20.0
United Kingdom,Belfast,2020-04-05,-83.0,-41.0,-60.0,-76.0,-58.0,17.0
United Kingdom,Belfast,2020-04-06,-73.0,-33.0,-41.0,-77.0,-73.0,26.0
United Kingdom,Belfast,2020-04-07,-74.0,-29.0,-24.0,-76.0,-74.0,27.0
United Kingdom,Belfast,2020-04-08,-74.0,-31.0,-38.0,-75.0,-74.0,27.0
United Kingdom,Belfast,2020-04-09,-72.0,-23.0,-38.0,-76.0,-74.0,28.0
United Kingdom,Belfast,2020-04-10,-76.0,-26.0,-41.0,-78.0,-75.0,29.0
United Kingdom,Belfast,2020-04-11,-79.0,-22.0,-49.0,-73.0,-60.0,19.0
United Kingdom,Belfast,2020-04-12,-93.0,-62.0,-60.0,-76.0,-62.0,18.0
United Kingdom,Belfast,2020-04-13,-78.0,-45.0,-33.0,-83.0,-85.0,30.0
United Kingdom,Belfast,2020-04-14,-75.0,-36.0,-29.0,-80.0,-81.0,29.0
United Kingdom,Belfast,2020-04-15,-72.0,-26.0,-33.0,-75.0,-74.0,28.0
United Kingdom,Belfast,2020-04-16,-73.0,-28.0,-17.0,-76.0,-73.0,28.0
United Kingdom,Belfast,2020-04-17,-74.0,-28.0,-25.0,-77.0,-73.0,29.0
United Kingdom,Belfast,2020-04-18,-80.0,-30.0,-51.0,-75.0,-58.0,20.0
United Kingdom,Belfast,2020-04-19,-82.0,-39.0,-40.0,-73.0,-53.0,16.0
United Kingdom,Belfast,2020-04-20,-73.0,-32.0,-19.0,-74.0,-71.0,25.0
United Kingdom,Belfast,2020-04-21,-74.0,-30.0,-20.0,-75.0,-71.0,26.0
United Kingdom,Belfast,2020-04-22,-74.0,-29.0,-26.0,-74.0,-71.0,27.0
United Kingdom,Belfast,2020-04-23,-73.0,-27.0,-26.0,-75.0,-71.0,27.0
United Kingdom,Belfast,2020-04-24,-74.0,-27.0,-24.0,-74.0,-70.0,28.0
United Kingdom,Belfast,2020-04-25,-78.0,-26.0,-33.0,-69.0,-54.0,18.0
United Kingdom,Belfast,2020-04-26,-80.0,-36.0,-38.0,-71.0,-50.0,16.0
United Kingdom,Belfast,2020-04-27,-71.0,-32.0,-29.0,-74.0,-70.0,25.0
United Kingdom,Belfast,2020-04-28,-71.0,-28.0,-31.0,-73.0,-70.0,24.0
United Kingdom,Belfast,2020-04-29,-74.0,-32.0,-56.0,-75.0,-70.0,27.0
United Kingdom,Belfast,2020-04-30,-73.0,-27.0,-40.0,-73.0,-70.0,27.0
United Kingdom,Belfast,2020-05-01,-75.0,-29.0,-45.0,-73.0,-69.0,28.0
United Kingdom,Belfast,2020-05-02,-77.0,-25.0,-33.0,-66.0,-52.0,18.0
United Kingdom,Belfast,2020-05-03,-77.0,-33.0,-26.0,-65.0,-47.0,15.0
United Kingdom,Belfast,2020-05-04,-69.0,-28.0,-9.0,-69.0,-68.0,24.0
United Kingdom,Belfast,2020-05-05,-69.0,-26.0,-10.0,-70.0,-68.0,25.0
United Kingdom,Belfast,2020-05-06,-69.0,-23.0,-6.0,-69.0,-68.0,24.0
United Kingdom,Belfast,2020-05-07,-68.0,-21.0,-19.0,-67.0,-68.0,25.0
United Kingdom,Belfast,2020-05-08,-74.0,-32.0,-20.0,-73.0,-78.0,29.0
United Kingdom,Belfast,2020-05-09,-77.0,-26.0,-29.0,-66.0,-51.0,17.0
United Kingdom,Belfast,2020-05-10,-76.0,-31.0,-37.0,-66.0,-46.0,15.0
United Kingdom,Belfast,2020-05-11,-66.0,-24.0,-6.0,-65.0,-66.0,23.0
United Kingdom,Belfast,2020-05-12,-68.0,-24.0,-26.0,-67.0,-66.0,24.0
United Kingdom,Belfast,2020-05-13,-67.0,-23.0,-7.0,-66.0,-65.0,24.0
United Kingdom,Belfast,2020-05-14,-68.0,-23.0,-13.0,-67.0,-66.0,24.0
United Kingdom,Belfast,2020-05-15,-69.0,-23.0,-27.0,-66.0,-64.0,25.0
United Kingdom,Belfast,2020-05-16,-74.0,-23.0,-39.0,-62.0,-47.0,16.0
United Kingdom,Belfast,2020-05-17,-74.0,-30.0,-36.0,-65.0,-42.0,15.0
United Kingdom,Belfast,2020-05-18,-64.0,-24.0,-18.0,-64.0,-63.0,23.0
United Kingdom,Belfast,2020-05-19,-63.0,-22.0,9.0,-62.0,-63.0,23.0
United Kingdom,Belfast,2020-05-20,-63.0,-20.0,19.0,-60.0,-63.0,22.0
United Kingdom,Belfast,2020-05-21,-63.0,-19.0,10.0,-61.0,-63.0,23.0
United Kingdom,Belfast,2020-05-22,-66.0,-21.0,-37.0,-64.0,-63.0,25.0
United Kingdom,Belfast,2020-05-23,-70.0,-20.0,-37.0,-58.0,-44.0,15.0
United Kingdom,Belfast,2020-05-24,-68.0,-25.0,6.0,-55.0,-37.0,12.0
United Kingdom,Belfast,2020-05-25,-59.0,-26.0,47.0,-59.0,-71.0,22.0
United Kingdom,Belfast,2020-05-26,-59.0,-18.0,39.0,-57.0,-61.0,21.0
United Kingdom,Belfast,2020-05-27,-59.0,-17.0,33.0,-57.0,-60.0,21.0
United Kingdom,Belfast,2020-05-28,-59.0,-13.0,42.0,-56.0,-60.0,21.0
United Kingdom,Belfast,2020-05-29,-62.0,-14.0,22.0,-56.0,-60.0,21.0
United Kingdom,Blackburn with Darwen,2020-02-15,-11.0,-7.0,,-20.0,-3.0,2.0
United Kingdom,Blackburn with Darwen,2020-02-16,-2.0,-3.0,,-2.0,4.0,
United Kingdom,Blackburn with Darwen,2020-02-17,4.0,0.0,,-1.0,-16.0,3.0
United Kingdom,Blackburn with Darwen,2020-02-18,10.0,-1.0,,-12.0,-16.0,3.0
United Kingdom,Blackburn with Darwen,2020-02-19,-2.0,-3.0,,-10.0,-16.0,3.0
United Kingdom,Blackburn with Darwen,2020-02-20,3.0,-2.0,,-11.0,-18.0,4.0
United Kingdom,Blackburn with Darwen,2020-02-21,-4.0,-6.0,,-11.0,-19.0,4.0
United Kingdom,Blackburn with Darwen,2020-02-22,-3.0,0.0,,-8.0,0.0,0.0
United Kingdom,Blackburn with Darwen,2020-02-23,-4.0,1.0,,-5.0,-1.0,
United Kingdom,Blackburn with Darwen,2020-02-24,-5.0,-1.0,,1.0,-2.0,1.0
United Kingdom,Blackburn with Darwen,2020-02-25,-4.0,8.0,,-2.0,0.0,1.0
United Kingdom,Blackburn with Darwen,2020-02-26,13.0,0.0,,-1.0,0.0,1.0
United Kingdom,Blackburn with Darwen,2020-02-27,1.0,2.0,,-2.0,1.0,1.0
United Kingdom,Blackburn with Darwen,2020-02-28,0.0,3.0,,2.0,0.0,1.0
United Kingdom,Blackburn with Darwen,2020-02-29,15.0,0.0,,0.0,3.0,0.0
United Kingdom,Blackburn with Darwen,2020-03-01,6.0,8.0,,5.0,2.0,
United Kingdom,Blackburn with Darwen,2020-03-02,5.0,3.0,,2.0,2.0,0.0
United Kingdom,Blackburn with Darwen,2020-03-03,4.0,0.0,,-4.0,1.0,1.0
United Kingdom,Blackburn with Darwen,2020-03-04,4.0,6.0,,0.0,1.0,0.0
United Kingdom,Blackburn with Darwen,2020-03-05,7.0,1.0,,3.0,2.0,0.0
United Kingdom,Blackburn with Darwen,2020-03-06,7.0,5.0,,1.0,3.0,0.0
United Kingdom,Blackburn with Darwen,2020-03-07,-2.0,1.0,,0.0,5.0,-1.0
United Kingdom,Blackburn with Darwen,2020-03-08,4.0,7.0,,10.0,6.0,
United Kingdom,Blackburn with Darwen,2020-03-09,0.0,0.0,,-3.0,2.0,0.0
United Kingdom,Blackburn with Darwen,2020-03-10,-1.0,2.0,,-3.0,1.0,1.0
United Kingdom,Blackburn with Darwen,2020-03-11,-3.0,6.0,,-4.0,3.0,1.0
United Kingdom,Blackburn with Darwen,2020-03-12,0.0,10.0,,0.0,2.0,1.0
United Kingdom,Blackburn with Darwen,2020-03-13,-2.0,13.0,,1.0,0.0,1.0
United Kingdom,Blackburn with Darwen,2020-03-14,-9.0,12.0,,-12.0,1.0,1.0
United Kingdom,Blackburn with Darwen,2020-03-15,-5.0,15.0,,-2.0,1.0,
United Kingdom,Blackburn with Darwen,2020-03-16,-2.0,25.0,,-6.0,-2.0,2.0
United Kingdom,Blackburn with Darwen,2020-03-17,-9.0,26.0,,-18.0,-6.0,4.0
United Kingdom,Blackburn with Darwen,2020-03-18,-18.0,29.0,,-25.0,-12.0,6.0
United Kingdom,Blackburn with Darwen,2020-03-19,-11.0,32.0,,-18.0,-15.0,7.0
United Kingdom,Blackburn with Darwen,2020-03-20,-19.0,14.0,,-20.0,-18.0,9.0
United Kingdom,Blackburn with Darwen,2020-03-21,-44.0,4.0,,-29.0,-18.0,9.0
United Kingdom,Blackburn with Darwen,2020-03-22,-51.0,-7.0,,-17.0,-19.0,
United Kingdom,Blackburn with Darwen,2020-03-23,-40.0,-4.0,,-34.0,-34.0,14.0
United Kingdom,Blackburn with Darwen,2020-03-24,-70.0,-19.0,,-63.0,-47.0,20.0
United Kingdom,Blackburn with Darwen,2020-03-25,-74.0,-22.0,,-64.0,-55.0,23.0
United Kingdom,Blackburn with Darwen,2020-03-26,-73.0,-24.0,,-64.0,-58.0,24.0
United Kingdom,Blackburn with Darwen,2020-03-27,-75.0,-28.0,,-66.0,-59.0,25.0
United Kingdom,Blackburn with Darwen,2020-03-28,-83.0,-37.0,,-74.0,-52.0,
United Kingdom,Blackburn with Darwen,2020-03-29,-85.0,-42.0,,-71.0,-50.0,
United Kingdom,Blackburn with Darwen,2020-03-30,-76.0,-31.0,,-71.0,-62.0,24.0
United Kingdom,Blackburn with Darwen,2020-03-31,-74.0,-28.0,,-67.0,-63.0,25.0
United Kingdom,Blackburn with Darwen,2020-04-01,-76.0,-32.0,,-71.0,-63.0,25.0
